time,low,high,open,close
Mar  6 16:55:00,1121140,1304910,1131420,1131590
Mar  6 00:04:00,1121940,1295520,1122030,1295300
Mar  6 01:03:00,1121140,1295860,1295510,1295500
Mar  6 05:57:00,1121140,1296560,1295150,1123150
Mar  6 06:29:00,1121140,1296560,1122560,1122600
Mar  6 11:35:00,1121140,1302610,1302090,1302610
Mar  5 23:41:00,1122500,1295520,1295230,1295360
Mar  6 02:23:00,1121140,1296560,1123910,1123850
Mar  6 19:44:00,1121140,1304910,1301560,1131120
Mar  6 03:07:00,1121140,1296560,1295580,1123020
Mar  6 05:04:00,1121140,1296560,1123330,1295600
Mar  6 05:28:00,1121140,1296560,1295510,1123560
Mar  6 08:55:00,1121140,1298170,1297690,1127610
Mar  6 19:15:00,1121140,1304910,1300870,1129980
Mar  6 09:56:00,1121140,1299780,1129040,1129050
Mar  6 11:26:00,1121140,1301940,1132490,1301420
Mar  6 13:17:00,1121140,1302610,1300700,1133220
Mar  5 23:18:00,1122600,1295520,1295400,1122870
Mar  6 02:34:00,1121140,1296560,1123800,1123630
Mar  6 04:06:00,1121140,1296560,1296310,1123850
Mar  6 06:15:00,1121140,1296560,1122750,1295250
Mar  6 07:49:00,1121140,1297620,1297290,1297310
Mar  6 17:09:00,1121140,1304910,1300350,1132370
Mar  6 17:30:00,1121140,1304910,1131060,1130980
Mar  6 19:02:00,1121140,1304910,1300060,1129880
Mar  6 02:59:00,1121140,1296560,1123110,1295370
Mar  6 05:41:00,1121140,1296560,1123500,1295250
Mar  6 11:15:00,1121140,1301430,1300400,1300790
Mar  6 11:48:00,1121140,1302610,1133540,1133630
Mar  6 10:22:00,1121140,1300920,1131600,1300760
Mar  6 10:48:00,1121140,1301430,1129960,1130160
Mar  6 14:15:00,1121140,1302610,1133060,1301310
Mar  6 20:12:00,1121140,1304910,1132140,1131930
Mar  6 19:41:00,1121140,1304910,1131030,1131310
Mar  6 19:43:00,1121140,1304910,1131330,1301560
Mar  6 05:55:00,1121140,1296560,1123510,1123390
Mar  6 11:47:00,1121140,1302610,1133170,1133540
Mar  6 12:18:00,1121140,1302610,1299700,1131310
Mar  6 12:52:00,1121140,1302610,1131280,1131620
Mar  6 15:27:00,1121140,1304910,1130930,1128800
Mar  6 08:13:00,1121140,1298120,1297000,1124060
Mar  6 15:43:00,1121140,1304910,1303950,1303730
Mar  6 16:08:00,1121140,1304910,1132100,1132240
Mar  6 17:59:00,1121140,1304910,1130680,1130550
Mar  6 20:38:00,1121140,1304910,1131420,1130950
Mar  6 03:17:00,1121140,1296560,1295680,1123100
Mar  6 07:42:00,1121140,1297580,1123070,1297170
Mar  6 09:58:00,1121140,1299780,1129450,1129280
Mar  6 11:38:00,1121140,1302610,1302000,1133440
Mar  6 17:35:00,1121140,1304910,1130230,1130420
Mar  6 17:43:00,1121140,1304910,1130130,1129410
Mar  6 18:00:00,1121140,1304910,1300340,1130680
Mar  5 23:11:00,1122780,1295460,1122880,1122830
Mar  6 00:01:00,1121990,1295520,1122250,1122070
Mar  6 06:50:00,1121140,1296560,1296010,1295920
Mar  6 08:56:00,1121140,1298170,1127610,1127550
Mar  6 17:13:00,1121140,1304910,1301370,1132080
Mar  6 18:55:00,1121140,1304910,1129900,1129990
Mar  6 20:40:00,1121140,1304910,1131110,1131260
Mar  5 23:22:00,1122600,1295520,1122850,1295420
Mar  6 03:21:00,1121140,1296560,1123240,1295990
Mar  6 06:22:00,1121140,1296560,1122570,1295380
Mar  6 15:37:00,1121140,1304910,1130830,1303890
Mar  6 16:35:00,1121140,1304910,1132160,1301850
Mar  6 07:35:00,1121140,1297580,1123340,1297290
Mar  6 08:37:00,1121140,1298120,1127170,1297230
Mar  6 12:09:00,1121140,1302610,1300980,1300560
Mar  6 06:40:00,1121140,1296560,1122090,1122170
Mar  6 12:14:00,1121140,1302610,1132030,1299400
Mar  6 18:13:00,1121140,1304910,1300070,1130950
Mar  6 20:34:00,1121140,1304910,1302880,1303010
Mar  5 23:19:00,1122600,1295520,1295380,1295280
Mar  6 05:43:00,1121140,1296560,1123430,1295380
Mar  6 13:40:00,1121140,1302610,1299400,1299620
Mar  6 17:31:00,1121140,1304910,1130970,1299470
Mar  6 17:50:00,1121140,1304910,1129770,1129910
Mar  6 00:45:00,1121350,1295860,1122630,1122380
Mar  6 07:57:00,1121140,1297700,1297610,1297390
Mar  6 08:59:00,1121140,1298170,1127160,1297160
Mar  6 14:36:00,1121140,1302610,1133410,1133320
Mar  6 19:30:00,1121140,1304910,1130650,1130630
Mar  6 05:46:00,1121140,1296560,1123510,1123470
Mar  6 07:02:00,1121140,1296600,1123100,1296360
Mar  6 09:59:00,1121140,1299780,1129290,1298910
Mar  6 20:21:00,1121140,1304910,1131950,1302320
Mar  6 16:27:00,1121140,1304910,1132410,1302280
Mar  6 00:47:00,1121350,1295860,1295430,1295340
Mar  6 04:32:00,1121140,1296560,1295500,1123250
Mar  6 04:59:00,1121140,1296560,1123120,1123120
Mar  6 09:19:00,1121140,1298540,1298410,1298080
Mar  6 09:33:00,1121140,1299180,1299040,1127780
Mar  6 01:31:00,1121140,1295860,1123120,1123010
Mar  6 13:33:00,1121140,1302610,1300680,1300060
Mar  6 00:23:00,1121500,1295660,1295270,1121600
Mar  6 11:21:00,1121140,1301470,1131890,1301610
Mar  6 19:25:00,1121140,1304910,1130470,1130510
Mar  5 23:57:00,1122250,1295520,1122370,1295090
Mar  6 15:30:00,1121140,1304910,1130650,1129840
Mar  6 15:44:00,1121140,1304910,1130320,1130500
Mar  6 15:57:00,1121140,1304910,1131300,1303280
Mar  6 01:41:00,1121140,1295860,1295640,1295660
Mar  6 02:45:00,1121140,1296560,1123590,1296010
Mar  6 02:56:00,1121140,1296560,1295520,1123100
Mar  6 03:16:00,1121140,1296560,1295650,1123200
Mar  6 15:01:00,1121140,1304910,1134240,1304680
Mar  6 09:22:00,1121140,1298540,1127520,1127450
Mar  6 12:23:00,1121140,1302610,1299290,1299780
Mar  6 16:42:00,1121140,1304910,1131310,1131190
Mar  6 17:48:00,1121140,1304910,1129430,1299990
Mar  5 23:49:00,1122500,1295520,1295220,1122820
Mar  6 04:19:00,1121140,1296560,1123350,1123460
Mar  6 08:22:00,1121140,1298120,1123630,1123720
Mar  6 11:55:00,1121140,1302610,1132920,1132840
Mar  6 17:22:00,1121140,1304910,1131680,1131510
Mar  6 18:02:00,1121140,1304910,1130770,1130550
Mar  6 02:07:00,1121140,1296430,1124500,1296210
Mar  6 05:40:00,1121140,1296560,1123490,1123490
Mar  6 06:08:00,1121140,1296560,1295170,1122950
Mar  6 14:42:00,1121140,1302610,1134540,1302480
Mar  6 15:55:00,1121140,1304910,1131310,1131180
Mar  6 05:56:00,1121140,1296560,1123380,1123100
Mar  6 13:13:00,1121140,1302610,1300200,1133120
Mar  6 14:08:00,1121140,1302610,1300110,1132040
Mar  6 15:41:00,1121140,1304910,1130940,1130120
Mar  6 01:15:00,1121140,1295860,1122080,1122140
Mar  6 01:46:00,1121140,1295860,1122770,1122790
Mar  6 16:07:00,1121140,1304910,1303480,1303710
Mar  6 16:20:00,1121140,1304910,1132350,1301990
Mar  6 20:22:00,1121140,1304910,1131660,1302410
Mar  6 20:59:00,1121140,1304910,1303200,1303310
Mar  6 00:34:00,1121350,1295660,1122090,1295530
Mar  6 01:42:00,1121140,1295860,1295620,1122760
Mar  6 09:10:00,1121140,1298250,1297920,1298250
Mar  6 14:20:00,1121140,1302610,1134240,1134020
Mar  6 14:47:00,1121140,1302610,1134270,1133980
Mar  6 14:26:00,1121140,1302610,1301910,1134680
Mar  6 18:08:00,1121140,1304910,1130440,1300010
Mar  6 19:50:00,1121140,1304910,1301850,1301780
Mar  6 00:29:00,1121350,1295660,1295320,1121790
Mar  6 02:38:00,1121140,1296560,1123740,1123750
Mar  6 03:45:00,1121140,1296560,1295600,1295610
Mar  6 05:10:00,1121140,1296560,1123360,1123360
Mar  6 14:14:00,1121140,1302610,1300120,1301000
Mar  6 19:46:00,1121140,1304910,1301340,1131270
Mar  6 04:58:00,1121140,1296560,1295600,1295560
Mar  6 09:26:00,1121140,1299170,1127170,1127290
Mar  6 10:06:00,1121140,1299810,1130290,1299460
Mar  6 11:36:00,1121140,1302610,1302610,1133710
Mar  6 13:41:00,1121140,1302610,1299600,1132380
Mar  6 11:25:00,1121140,1301940,1301390,1132480
Mar  6 12:00:00,1121140,1302610,1301160,1132940
Mar  6 20:57:00,1121140,1304910,1130510,1130470
Mar  6 00:50:00,1121350,1295860,1122060,1121750
Mar  6 00:52:00,1121350,1295860,1295330,1295370
Mar  6 01:25:00,1121140,1295860,1295710,1122660
Mar  6 08:45:00,1121140,1298120,1296400,1126970
Mar  6 09:27:00,1121140,1299170,1298810,1298890
Mar  6 05:38:00,1121140,1296560,1123630,1295240
Mar  6 17:46:00,1121140,1304910,1129330,1299770
Mar  6 18:11:00,1121140,1304910,1130780,1130900
Mar  5 23:53:00,1122340,1295520,1122540,1295000
Mar  6 02:14:00,1121140,1296560,1124290,1124520
Mar  6 02:58:00,1121140,1296560,1295360,1123120
Mar  6 03:47:00,1121140,1296560,1295710,1295890
Mar  6 05:09:00,1121140,1296560,1295600,1123370
Mar  6 01:04:00,1121140,1295860,1295510,1295370
Mar  6 12:20:00,1121140,1302610,1130700,1131170
Mar  6 12:25:00,1121140,1302610,1299610,1131610
Mar  6 14:17:00,1121140,1302610,1134600,1134220
Mar  6 15:00:00,1121140,1304410,1134950,1134290
Mar  6 17:06:00,1121140,1304910,1132770,1300970
Mar  6 00:35:00,1121350,1295750,1295530,1295800
Mar  6 02:36:00,1121140,1296560,1123630,1123690
Mar  6 11:11:00,1121140,1301430,1132000,1132300
Mar  6 11:16:00,1121140,1301430,1133210,1301020
Mar  6 14:11:00,1121140,1302610,1300280,1131970
Mar  6 18:44:00,1121140,1304910,1300360,1129980
Mar  6 02:37:00,1121140,1296560,1123690,1123740
Mar  6 08:36:00,1121140,1298120,1127150,1297240
Mar  6 13:24:00,1121140,1302610,1300920,1133050
Mar  6 16:17:00,1121140,1304910,1302100,1302280
Mar  6 16:18:00,1121140,1304910,1132340,1302090
Mar  6 15:54:00,1121140,1304910,1303470,1131330
Mar  6 16:37:00,1121140,1304910,1131780,1131730
Mar  6 16:59:00,1121140,1304910,1131770,1300960
Mar  5 23:47:00,1122500,1295520,1122960,1295280
Mar  6 04:17:00,1121140,1296560,1123310,1123240
Mar  6 06:24:00,1121140,1296560,1295290,1122750
Mar  6 06:37:00,1121140,1296560,1122230,1122120
Mar  6 13:45:00,1121140,1302610,1132220,1299160
Mar  6 00:19:00,1121500,1295660,1295370,1295300
Mar  6 03:20:00,1121140,1296560,1123160,1295890
Mar  6 10:58:00,1121140,1301430,1299870,1299850
Mar  6 12:02:00,1121140,1302610,1132720,1301100
Mar  6 12:24:00,1121140,1302610,1299780,1131230
Mar  6 13:49:00,1121140,1302610,1298900,1131170
Mar  6 02:22:00,1121140,1296560,1295830,1123900
Mar  6 06:06:00,1121140,1296560,1123560,1123480
Mar  6 10:59:00,1121140,1301430,1299840,1131680
Mar  6 11:08:00,1121140,1301430,1131220,1131800
Mar  6 11:29:00,1121140,1302370,1302040,1302410
Mar  6 16:33:00,1121140,1304910,1302580,1132010
Mar  6 03:05:00,1121140,1296560,1295590,1295590
Mar  6 03:25:00,1121140,1296560,1295920,1123040
Mar  6 08:44:00,1121140,1298120,1126680,1126900
Mar  6 04:01:00,1121140,1296560,1295990,1295990
Mar  6 08:38:00,1121140,1298120,1127150,1126530
Mar  6 16:04:00,1121140,1304910,1131360,1131390
Mar  6 03:15:00,1121140,1296560,1123210,1295670
Mar  6 10:24:00,1121140,1301390,1300830,1131750
Mar  6 20:55:00,1121140,1304910,1303180,1130370
Mar  6 19:10:00,1121140,1304910,1129790,1300540
Mar  6 20:15:00,1121140,1304910,1132540,1302690
Mar  6 01:58:00,1121140,1296110,1124080,1296180
Mar  6 03:46:00,1121140,1296560,1122900,1123020
Mar  6 10:20:00,1121140,1299930,1130290,1300000
Mar  6 14:46:00,1121140,1302610,1302100,1134260
Mar  6 17:54:00,1121140,1304910,1300020,1130210
Mar  6 17:52:00,1121140,1304910,1299860,1299750
Mar  6 11:40:00,1121140,1302610,1302010,1302100
Mar  6 14:19:00,1121140,1302610,1134030,1301590
Mar  6 14:34:00,1121140,1302610,1301690,1133460
Mar  6 01:48:00,1121140,1295860,1295790,1122690
Mar  6 04:18:00,1121140,1296560,1123240,1295610
Mar  6 10:47:00,1121140,1301430,1130230,1299600
Mar  6 10:49:00,1121140,1301430,1130170,1299630
Mar  6 11:06:00,1121140,1301430,1131490,1299610
Mar  6 00:48:00,1121350,1295860,1122120,1295420
Mar  6 03:14:00,1121140,1296560,1295660,1123200
Mar  6 04:04:00,1121140,1296560,1123770,1296310
Mar  6 06:34:00,1121140,1296560,1122550,1295680
Mar  6 09:18:00,1121140,1298540,1127420,1298410
Mar  6 09:30:00,1121140,1299170,1298980,1127340
Mar  6 10:08:00,1121140,1299810,1130840,1130620
Mar  6 19:31:00,1121140,1304910,1301370,1130570
Mar  5 23:21:00,1122600,1295520,1122810,1122850
Mar  6 00:30:00,1121350,1295660,1121800,1295380
Mar  6 05:47:00,1121140,1296560,1295260,1295250
Mar  6 05:51:00,1121140,1296560,1123450,1295380
Mar  6 08:20:00,1121140,1298120,1124000,1123670
Mar  6 20:46:00,1121140,1304910,1303240,1130860
Mar  6 19:55:00,1121140,1304910,1301770,1131250
Mar  6 08:01:00,1121140,1297700,1123490,1124170
Mar  6 09:43:00,1121140,1299750,1299570,1128840
Mar  6 12:32:00,1121140,1302610,1300060,1132210
Mar  6 14:41:00,1121140,1302610,1134120,1134540
Mar  6 16:32:00,1121140,1304910,1132000,1132690
Mar  6 20:29:00,1121140,1304910,1131860,1131940
Mar  6 04:36:00,1121140,1296560,1123280,1123240
Mar  6 07:14:00,1121140,1296640,1122940,1296500
Mar  6 09:42:00,1121140,1299750,1128620,1299570
Mar  6 11:19:00,1121140,1301430,1133370,1132730
Mar  6 11:37:00,1121140,1302610,1302190,1133700
Mar  6 02:46:00,1121140,1296560,1123640,1296000
Mar  6 06:03:00,1121140,1296560,1123640,1295440
Mar  6 19:38:00,1121140,1304910,1130980,1131020
Mar  6 20:19:00,1121140,1304910,1302590,1302370
Mar  5 23:50:00,1122500,1295520,1122830,1122740
Mar  6 02:26:00,1121140,1296560,1123760,1123770
Mar  6 09:13:00,1121140,1298480,1298470,1298480
Mar  6 14:48:00,1121140,1302610,1134030,1134340
Mar  6 15:28:00,1121140,1304910,1302800,1130370
Mar  6 07:06:00,1121140,1296600,1122820,1296280
Mar  6 08:19:00,1121140,1298120,1296680,1296410
Mar  6 15:34:00,1121140,1304910,1130550,1130820
Mar  6 16:48:00,1121140,1304910,1130590,1131070
Mar  6 19:39:00,1121140,1304910,1131020,1131070
Mar  6 02:30:00,1121140,1296560,1123880,1295700
Mar  6 04:47:00,1121140,1296560,1123130,1123170
Mar  6 06:21:00,1121140,1296560,1122580,1295450
Mar  6 12:59:00,1121140,1302610,1299320,1131660
Mar  6 13:58:00,1121140,1302610,1132570,1132530
Mar  6 00:13:00,1121930,1295660,1295650,1295610
Mar  6 01:13:00,1121140,1295860,1122190,1122010
Mar  6 08:21:00,1121140,1298120,1123840,1296410
Mar  6 12:01:00,1121140,1302610,1300940,1132710
Mar  6 17:07:00,1121140,1304910,1132650,1132450
Mar  6 18:43:00,1121140,1304910,1129780,1129930
Mar  6 18:46:00,1121140,1304910,1129920,1300560
Mar  6 02:35:00,1121140,1296560,1123620,1123630
Mar  6 05:32:00,1121140,1296560,1123610,1123620
Mar  6 12:16:00,1121140,1302610,1131410,1131600
Mar  6 13:09:00,1121140,1302610,1132670,1132860
Mar  6 18:41:00,1121140,1304910,1129250,1129290
Mar  6 13:42:00,1121140,1302610,1132380,1132520
Mar  6 14:00:00,1121140,1302610,1132280,1132160
Mar  6 16:14:00,1121140,1304910,1132730,1302520
Mar  6 00:46:00,1121350,1295860,1122380,1295420
Mar  6 04:10:00,1121140,1296560,1123870,1296300
Mar  6 12:26:00,1121140,1302610,1131610,1299910
Mar  6 13:01:00,1121140,1302610,1131510,1131770
Mar  6 13:11:00,1121140,1302610,1133260,1133290
Mar  6 18:15:00,1121140,1304910,1130800,1130820
Mar  6 18:31:00,1121140,1304910,1299930,1129610
Mar  5 23:27:00,1122600,1295520,1295260,1295240
Mar  6 08:07:00,1121140,1298120,1123630,1123860
Mar  6 14:38:00,1121140,1302610,1133170,1133430
Mar  6 00:08:00,1121930,1295520,1122150,1295500
Mar  6 20:27:00,1121140,1304910,1131350,1131420
Mar  6 10:27:00,1121140,1301430,1131790,1301090
Mar  6 10:50:00,1121140,1301430,1130480,1130690
Mar  6 11:09:00,1121140,1301430,1131790,1132150
Mar  6 14:16:00,1121140,1302610,1133850,1301610
Mar  6 10:34:00,1121140,1301430,1300190,1131570
Mar  6 20:32:00,1121140,1304910,1131630,1131190
Mar  6 00:26:00,1121350,1295660,1295180,1295180
Mar  6 03:08:00,1121140,1296560,1123020,1123050
Mar  6 04:31:00,1121140,1296560,1123280,1295500
Mar  6 07:21:00,1121140,1297260,1122720,1297230
Mar  6 08:02:00,1121140,1298120,1297690,1124630
Mar  5 23:40:00,1122500,1295520,1295220,1295240
Mar  5 23:56:00,1122250,1295520,1122340,1122370
Mar  6 00:17:00,1121500,1295660,1122050,1295400
Mar  6 19:11:00,1121140,1304910,1129920,1300540
Mar  6 19:58:00,1121140,1304910,1131520,1301980
Mar  6 01:23:00,1121140,1295860,1295610,1295730
Mar  6 01:38:00,1121140,1295860,1122700,1122780
Mar  6 01:47:00,1121140,1295860,1122790,1295800
Mar  6 06:53:00,1121140,1296560,1296120,1122630
Mar  6 11:02:00,1121140,1301430,1131930,1300020
Mar  6 02:15:00,1121140,1296560,1124510,1124530
Mar  6 05:35:00,1121140,1296560,1295390,1295390
Mar  6 18:22:00,1121140,1304910,1129830,1299710
Mar  6 18:25:00,1121140,1304910,1129290,1129800
Mar  6 04:12:00,1121140,1296560,1123750,1296320
Mar  6 04:40:00,1121140,1296560,1295500,1295480
Mar  6 15:31:00,1121140,1304910,1302490,1130140
Mar  6 02:53:00,1121140,1296560,1123310,1295500
Mar  6 03:43:00,1121140,1296560,1122870,1295560
Mar  6 13:07:00,1121140,1302610,1299800,1132920
Mar  6 19:29:00,1121140,1304910,1130580,1301480
Mar  6 19:54:00,1121140,1304910,1131540,1131700
Mar  6 16:12:00,1121140,1304910,1132720,1132860
Mar  6 17:16:00,1121140,1304910,1131860,1300920
Mar  6 18:45:00,1121140,1304910,1129930,1300510
Mar  6 04:08:00,1121140,1296560,1296280,1296300
Mar  6 16:47:00,1121140,1304910,1301040,1130590
Mar  6 00:59:00,1121140,1295860,1295540,1122040
Mar  6 07:51:00,1121140,1297620,1297440,1297420
Mar  6 07:52:00,1121140,1297620,1123400,1297700
Mar  6 08:58:00,1121140,1298170,1127320,1127170
Mar  6 11:34:00,1121140,1302370,1302230,1133570
Mar  6 00:31:00,1121350,1295660,1121850,1121980
Mar  6 03:52:00,1121140,1296560,1295930,1123070
Mar  6 08:16:00,1121140,1298120,1297210,1124300
Mar  6 09:25:00,1121140,1299170,1127410,1299090
Mar  6 06:39:00,1121140,1296560,1122120,1122080
Mar  6 07:48:00,1121140,1297620,1297480,1123020
Mar  6 11:12:00,1121140,1301430,1300210,1132420
Mar  6 01:43:00,1121140,1295860,1122760,1295820
Mar  6 04:11:00,1121140,1296560,1296300,1296270
Mar  6 08:53:00,1121140,1298170,1127570,1298120
Mar  6 16:51:00,1121140,1304910,1300960,1131430
Mar  5 23:42:00,1122500,1295520,1295340,1295400
Mar  6 07:32:00,1121140,1297580,1297590,1297480
Mar  6 13:26:00,1121140,1302610,1300800,1300820
Mar  6 18:37:00,1121140,1304910,1129930,1299970
Mar  6 18:49:00,1121140,1304910,1129730,1300290
Mar  6 01:21:00,1121140,1295860,1295610,1295680
Mar  6 06:48:00,1121140,1296560,1295900,1295770
Mar  6 11:44:00,1121140,1302610,1301990,1301770
Mar  6 16:19:00,1121140,1304910,1132510,1302100
Mar  6 02:06:00,1121140,1296430,1124210,1124490
Mar  6 09:39:00,1121140,1299730,1128140,1128260
Mar  6 11:56:00,1121140,1302610,1132850,1133130
Mar  6 18:47:00,1121140,1304910,1129780,1129620
Mar  5 23:45:00,1122500,1295520,1122740,1122770
Mar  5 23:58:00,1122240,1295520,1122340,1122280
Mar  6 01:44:00,1121140,1295860,1122890,1295820
Mar  6 13:57:00,1121140,1302610,1132140,1132560
Mar  6 07:29:00,1121140,1297270,1296770,1297310
Mar  6 10:19:00,1121140,1299810,1130120,1130280
Mar  6 16:44:00,1121140,1304910,1131000,1130940
Mar  6 01:09:00,1121140,1295860,1122170,1295280
Mar  6 01:12:00,1121140,1295860,1122320,1122200
Mar  6 03:33:00,1121140,1296560,1295770,1122890
Mar  6 03:42:00,1121140,1296560,1122880,1122860
Mar  6 05:54:00,1121140,1296560,1123540,1123520
Mar  6 17:29:00,1121140,1304910,1131400,1299570
Mar  6 19:06:00,1121140,1304910,1129420,1300370
Mar  6 07:45:00,1121140,1297620,1297570,1297400
Mar  6 16:09:00,1121140,1304910,1303590,1132530
Mar  6 16:50:00,1121140,1304910,1300960,1300970
Mar  6 00:15:00,1121930,1295660,1295590,1295490
Mar  6 03:40:00,1121140,1296560,1122800,1295460
Mar  6 06:46:00,1121140,1296560,1122530,1295830
Mar  6 07:27:00,1121140,1297260,1122670,1122720
Mar  6 09:54:00,1121140,1299780,1128790,1129000
Mar  6 16:23:00,1121140,1304910,1132170,1132260
Mar  6 09:06:00,1121140,1298170,1126980,1127410
Mar  6 14:51:00,1121140,1302610,1302100,1302100
Mar  6 17:41:00,1121140,1304910,1130230,1299800
Mar  6 05:29:00,1121140,1296560,1123560,1295590
Mar  6 07:19:00,1121140,1297030,1296890,1296770
Mar  6 15:03:00,1121140,1304910,1304200,1303970
Mar  6 11:03:00,1121140,1301430,1131920,1131460
Mar  6 12:13:00,1121140,1302610,1300400,1300080
Mar  6 17:12:00,1121140,1304910,1132230,1301360
Mar  6 01:18:00,1121140,1295860,1295460,1295440
Mar  6 03:57:00,1121140,1296560,1296080,1296100
Mar  6 05:00:00,1121140,1296560,1123110,1123050
Mar  6 06:01:00,1121140,1296560,1295500,1295490
Mar  6 07:41:00,1121140,1297580,1123000,1297190
Mar  6 19:23:00,1121140,1304910,1300940,1130510
Mar  6 20:36:00,1121140,1304910,1131130,1303010
Mar  6 17:23:00,1121140,1304910,1300320,1300460
Mar  5 23:46:00,1122500,1295520,1295420,1295390
Mar  5 23:52:00,1122400,1295520,1122590,1122540
Mar  6 01:29:00,1121140,1295860,1123020,1123110
Mar  6 01:52:00,1121140,1295860,1122850,1295480
Mar  6 07:53:00,1121140,1297700,1123650,1123690
Mar  6 04:22:00,1121140,1296560,1123500,1295660
Mar  6 05:03:00,1121140,1296560,1123300,1295600
Mar  6 10:38:00,1121140,1301430,1130990,1298720
Mar  6 12:46:00,1121140,1302610,1299630,1130930
Mar  6 18:32:00,1121140,1304910,1129590,1129630
Mar  5 23:31:00,1122600,1295520,1295090,1295200
Mar  6 05:27:00,1121140,1296560,1123510,1295500
Mar  6 14:21:00,1121140,1302610,1134020,1301500
Mar  6 16:34:00,1121140,1304910,1302410,1132140
Mar  6 17:33:00,1121140,1304910,1299450,1130480
Mar  6 17:40:00,1121140,1304910,1299590,1130210
Mar  6 18:28:00,1121140,1304910,1129910,1129730
Mar  6 20:37:00,1121140,1304910,1131030,1303170
Mar  6 00:44:00,1121350,1295860,1295740,1295610
Mar  6 08:10:00,1121140,1298120,1123190,1123390
Mar  6 08:35:00,1121140,1298120,1297610,1127170
Mar  6 15:06:00,1121140,1304910,1134160,1134770
Mar  6 15:42:00,1121140,1304910,1130120,1130710
Mar  6 20:58:00,1121140,1304910,1303060,1303200
Mar  6 13:06:00,1121140,1302610,1132570,1299810
Mar  6 14:31:00,1121140,1302610,1134050,1301920
Mar  6 17:39:00,1121140,1304910,1130300,1299590
Mar  6 01:55:00,1121140,1295860,1295440,1123640
Mar  6 06:28:00,1121140,1296560,1122630,1122550
Mar  6 09:09:00,1121140,1298170,1127550,1298020
Mar  6 10:55:00,1121140,1301430,1131190,1131250
Mar  6 12:22:00,1121140,1302610,1299580,1299290
Mar  6 00:10:00,1121930,1295520,1122360,1295520
Mar  6 11:10:00,1121140,1301430,1132130,1132000
Mar  6 11:53:00,1121140,1302610,1133120,1132620
Mar  6 19:03:00,1121140,1304910,1129870,1300150
Mar  6 20:48:00,1121140,1304910,1130770,1130900
Mar  6 09:04:00,1121140,1298170,1127250,1127030
Mar  6 12:33:00,1121140,1302610,1299890,1299960
Mar  6 14:52:00,1121140,1302610,1134470,1134890
Mar  6 18:36:00,1121140,1304910,1300060,1300060
Mar  6 19:04:00,1121140,1304910,1129620,1300260
Mar  6 07:33:00,1121140,1297580,1297480,1297190
Mar  6 08:41:00,1121140,1298120,1126870,1126700
Mar  6 10:31:00,1121140,1301430,1132080,1131670
Mar  6 13:00:00,1121140,1302610,1131630,1131520
Mar  6 18:12:00,1121140,1304910,1130920,1131090
Mar  6 13:10:00,1121140,1302610,1132830,1133260
Mar  6 13:22:00,1121140,1302610,1133150,1133260
Mar  6 14:40:00,1121140,1302610,1133600,1302370
Mar  6 06:32:00,1121140,1296560,1122710,1122710
Mar  6 07:34:00,1121140,1297580,1297180,1297200
Mar  6 07:38:00,1121140,1297580,1123330,1123430
Mar  6 09:34:00,1121140,1299450,1299200,1299420
Mar  6 12:36:00,1121140,1302610,1131390,1299620
Mar  6 18:58:00,1121140,1304910,1129730,1300050
Mar  6 03:30:00,1121140,1296560,1295830,1295800
Mar  6 17:08:00,1121140,1304910,1132440,1132300
Mar  6 05:33:00,1121140,1296560,1295400,1295410
Mar  6 14:59:00,1121140,1303130,1134360,1134950
Mar  6 17:38:00,1121140,1304910,1130210,1299370
Mar  6 17:44:00,1121140,1304910,1129410,1299730
Mar  6 20:10:00,1121140,1304910,1131900,1131950
Mar  6 15:05:00,1121140,1304910,1134180,1134160
Mar  6 17:32:00,1121140,1304910,1130740,1130620
Mar  6 19:32:00,1121140,1304910,1130560,1130520
Mar  6 01:11:00,1121140,1295860,1122360,1295380
Mar  6 01:22:00,1121140,1295860,1122640,1295580
Mar  6 07:36:00,1121140,1297580,1297280,1296920
Mar  6 08:12:00,1121140,1298120,1297070,1123690
Mar  6 09:46:00,1121140,1299750,1129010,1128900
Mar  6 18:40:00,1121140,1304910,1129560,1299750
Mar  6 19:17:00,1121140,1304910,1130080,1130030
Mar  6 20:30:00,1121140,1304910,1132000,1131550
Mar  6 01:08:00,1121140,1295860,1122180,1295250
Mar  6 04:49:00,1121140,1296560,1295430,1295380
Mar  6 06:20:00,1121140,1296560,1122560,1122570
Mar  6 07:26:00,1121140,1297260,1122740,1122690
Mar  6 13:05:00,1121140,1302610,1132260,1132590
Mar  6 20:50:00,1121140,1304910,1130820,1302990
Mar  6 06:05:00,1121140,1296560,1295460,1295360
Mar  6 08:48:00,1121140,1298120,1127490,1297660
Mar  6 10:43:00,1121140,1301430,1130870,1130990
Mar  6 20:44:00,1121140,1304910,1130920,1130760
Mar  6 10:12:00,1121140,1299810,1299300,1130040
Mar  6 16:01:00,1121140,1304910,1131050,1303570
Mar  6 17:25:00,1121140,1304910,1131490,1300170
Mar  6 03:01:00,1121140,1296560,1123250,1295590
Mar  6 04:28:00,1121140,1296560,1295700,1123620
Mar  6 05:39:00,1121140,1296560,1295250,1123490
Mar  6 06:00:00,1121140,1296560,1122870,1295490
Mar  6 07:40:00,1121140,1297580,1123230,1297010
Mar  6 09:51:00,1121140,1299750,1299520,1299740
